X,INV,HGL
527,20.32,22.4935
526,20.16,22.3335
525,20,22.1735
524,19.84,22.0135
523,19.68,21.8535
522,19.52,21.6935
521,19.36,21.5335
520,19.2,21.3735
519,19.04,21.2135
518,18.88,21.0535
517,18.72,20.8935
516,18.56,20.7335
515,18.4,20.5735
514,18.24,20.4135
513,18.08,20.2535
512,17.92,20.0935
511,17.76,19.9335
510,17.6,19.7735
509,17.44,19.6135
508,17.28,19.4535
507,17.12,19.2935
506,16.96,19.1335
505,16.8,18.9735
504,16.64,18.8135
503,16.48,18.6535
502,16.32,18.4935
501,16.16,18.3335
500,16,18.1735
499,15.955,18.2252
498,15.91,18.2588
497,15.865,18.2799
496,15.82,18.2917
495,15.775,18.2963
494,15.73,18.2951
493,15.685,18.2893
492,15.64,18.2795
491,15.595,18.2664
490,15.55,18.2505
489,15.505,18.2321
488,15.46,18.2116
487,15.415,18.1892
486,15.37,18.1651
485,15.325,18.1394
484,15.28,18.1125
483,15.235,18.0843
482,15.19,18.055
481,15.145,18.0247
480,15.1,17.9934
479,15.055,17.9614
478,15.01,17.9285
477,14.965,17.8949
476,14.92,17.8607
475,14.875,17.8259
474,14.83,17.7904
473,14.785,17.7545
472,14.74,17.7181
471,14.695,17.6812
470,14.65,17.6438
469,14.605,17.6061
468,14.56,17.568
467,14.515,17.5296
466,14.47,17.4908
465,14.425,17.4517
464,14.38,17.4123
463,14.335,17.3726
462,14.29,17.3327
461,14.245,17.2925
460,14.2,17.2521
459,14.155,17.2115
458,14.11,17.1706
457,14.065,17.1296
456,14.02,17.0884
455,13.975,17.047
454,13.93,17.0054
453,13.885,16.9637
452,13.84,16.9218
451,13.795,16.8798
450,13.75,16.8377
449,13.705,16.7954
448,13.66,16.753
447,13.615,16.7105
446,13.57,16.6678
445,13.525,16.6251
444,13.48,16.5823
443,13.435,16.5393
442,13.39,16.4963
441,13.345,16.4532
440,13.3,16.41
439,13.255,16.3667
438,13.21,16.3234
437,13.165,16.2799
436,13.12,16.2365
435,13.075,16.1929
434,13.03,16.1493
433,12.985,16.1056
432,12.94,16.0619
431,12.895,16.0181
430,12.85,15.9743
429,12.805,15.9304
428,12.76,15.8864
427,12.715,15.8424
426,12.67,15.7984
425,12.625,15.7543
424,12.58,15.7102
423,12.535,15.6661
422,12.49,15.6219
421,12.445,15.5777
420,12.4,15.5334
419,12.355,15.4892
418,12.31,15.4449
417,12.265,15.4005
416,12.22,15.3561
415,12.175,15.3118
414,12.13,15.2673
413,12.085,15.2229
412,12.04,15.1784
411,11.995,15.1339
410,11.95,15.0894
409,11.905,15.0449
408,11.86,15.0003
407,11.815,14.9558
406,11.77,14.9112
405,11.725,14.8666
404,11.68,14.822
403,11.635,14.7773
601,32,37.0235
602,32,37.0235
603,32,37.0235
604,32,37.0235
605,32,37.0235
606,32,37.0235
607,32,37.0235
608,32,37.0235
609,32,37.0235
610,32,37.0235
611,32,37.0235
612,32,37.0235
613,32,37.0235
614,32,37.0235
615,32,37.0235
616,32,37.0235
617,32,37.0235
618,32,37.0235
619,32,37.0235
620,32,37.0235
621,32,37.0235
622,32,37.0235
623,32,37.0235
624,32,37.0235
625,32,37.0235
626,32,37.0235
627,32,37.0235
628,32,37.0235
629,32,37.0235
630,32,37.0235
631,32,37.0235
632,32,37.0235
633,32,37.0235
634,32,37.0235
635,32,37.0235
636,32,37.0235
637,32,37.0235
638,32,37.0235
639,32,37.0235
640,32,37.0235
641,32,37.0235
642,32,37.0235
643,32,37.0235
644,32,37.0235
645,32,37.0235
646,32,37.0235
647,32,37.0235
648,32,37.0235
649,32,37.0235
650,32,37.0235
651,32,37.0235
652,32,37.0235
653,32,37.0235
654,32,37.0235
655,32,37.0235
656,32,37.0235
657,32,37.0235
658,32,37.0235
659,32,37.0235
660,32,37.0235
661,32,37.0235
662,32,37.0235
663,32,37.0235
664,32,37.0235
665,32,37.0235
666,32,37.0235
667,32,37.0235
668,32,37.0235
669,32,37.0235
670,32,37.0235
671,32,37.0235
672,32,37.0235
673,32,37.0235
674,32,37.0235
675,32,37.0235
676,32,37.0235
677,32,37.0235
678,32,37.0235
679,32,37.0235
680,32,37.0235
681,32,37.0235
682,32,37.0235
683,32,37.0235
684,32,37.0235
685,32,37.0235
686,32,37.0235
687,32,37.0235
688,32,37.0235
689,32,37.0235
690,32,37.0235
691,32,37.0235
692,32,37.0235
693,32,37.0235
694,32,37.0235
695,32,37.0235
696,32,37.0235
697,32,37.0235
698,32,37.0235
699,32,37.0235
700,32,37.0235
701,32,37.0235
702,32,37.0235
703,32,37.0235
704,32,37.0235
705,32,37.0235
706,32,37.0235
707,32,37.0235
708,32,37.0235
709,32,37.0235
710,32,37.0235
711,32,37.0235
712,32,37.0235
713,32,37.0235
714,32,37.0235
715,32,37.0235
716,32,37.0235
717,32,37.0235
718,32,37.0235
719,32,37.0235
720,32,37.0235
721,32,37.0235
722,32,37.0235
723,32,37.0235
724,32,37.0235
725,32,37.0235
726,32,37.0235
727,32,37.0235
728,32,37.0235
729,32,37.0235
730,32,37.0235
731,32,37.0235
732,32,37.0235
733,32,37.0235
734,32,37.0235
735,32,37.0235
736,32,37.0235
737,32,37.0235
738,32,37.0235
739,32,37.0235
740,32,37.0235
741,32,37.0235
742,32,37.0235
743,32,37.0235
744,32,37.0235
745,32,37.0235
746,32,37.0235
747,32,37.0235
748,32,37.0235
749,32,37.0235
750,32,37.0235
751,32,37.0235
752,32,37.0235
753,32,37.0235
754,32,37.0235
755,32,37.0235
756,32,37.0235
757,32,37.0235
758,32,37.0235
759,32,37.0235
760,32,37.0235
761,32,37.0235
762,32,37.0235
763,32,37.0235
764,32,37.0235
765,32,37.0235
766,32,37.0235
767,32,37.0235
768,32,37.0235
769,32,37.0235
770,32,37.0235
771,32,37.0235
772,32,37.0235
773,32,37.0235
774,32,37.0235
775,32,37.0235
776,32,37.0235
777,32,37.0235
778,32,37.0235
779,32,37.0235
780,32,37.0235
781,32,37.0235
782,32,37.0235
783,32,37.0235
784,32,37.0235
785,32,37.0235
786,32,37.0235
787,32,37.0235
788,32,37.0235
789,32,37.0235
790,32,37.0235
791,32,37.0235
792,32,37.0235
793,32,37.0235
794,32,37.0235
795,32,37.0235
796,32,37.0235
797,32,37.0235
798,32,37.0235
799,32,37.0235
800,32,37.0235
801,32,37.0235
802,32,37.0235
803,32,37.0235
804,32,37.0235
805,32,37.0235
806,32,37.0235
807,32,37.0235
808,32,37.0235
809,32,37.0235
810,32,37.0235
811,32,37.0235
812,32,37.0235
813,32,37.0235
814,32,37.0235
815,32,37.0235
816,32,37.0235
817,32,37.0235
818,32,37.0235
819,32,37.0235
820,32,37.0235
821,32,37.0235
822,32,37.0235
823,32,37.0235
824,32,37.0235
825,32,37.0235
826,32,37.0235
827,32,37.0235
828,32,37.0235
829,32,37.0235
830,32,37.0235
831,32,37.0235
832,32,37.0235
833,32,37.0235
834,32,37.0235
835,32,37.0235
836,32,37.0235
837,32,37.0235
838,32,37.0235
839,32,37.0235
840,32,37.0235
841,32,37.0235
842,32,37.0235
843,32,37.0235
844,32,37.0235
845,32,37.0235
846,32,37.0235
847,32,37.0235
848,32,37.0235
849,32,37.0235
850,32,37.0235
851,32,37.0235
852,32,37.0235
853,32,37.0235
854,32,37.0235
855,32,37.0235
856,32,37.0235
857,32,37.0235
858,32,37.0235
859,32,37.0235
860,32,37.0235
861,32,37.0235
862,32,37.0235
863,32,37.0235
864,32,37.0235
865,32,37.0235
866,32,37.0235
867,32,37.0235
868,32,37.0235
869,32,37.0235
870,32,37.0235
871,32,37.0235
872,32,37.0235
873,32,37.0235
874,32,37.0235
875,32,37.0235
876,32,37.0235
877,32,37.0235
878,32,37.0235
879,32,37.0235
880,32,37.0235
881,32,37.0235
882,32,37.0235
883,32,37.0235
884,32,37.0235
885,32,37.0235
886,32,37.0235
887,32,37.0235
888,32,37.0235
889,32,37.0235
890,32,37.0235
891,32,37.0235
892,32,37.0235
893,32,37.0235
894,32,37.0235
895,32,37.0235
896,32,37.0235
897,32,37.0235
898,32,37.0235
899,32,37.0235
900,32,37.0235
901,32,37.0235
902,32,37.0235
903,32,37.0235
904,32,37.0235
905,32,37.0235
906,32,37.0235
907,32,37.0235
908,32,37.0235
909,32,37.0235
910,32,37.0235
911,32,37.0235
912,32,37.0235
913,32,37.0235
914,32,37.0235
915,32,37.0235
916,32,37.0235
917,32,37.0235
918,32,37.0235
919,32,37.0235
920,32,37.0235
921,32,37.0235
922,32,37.0235
923,32,37.0235
924,32,37.0235
925,32,37.0235
926,32,37.0235
927,32,37.0235
928,32,37.0235
929,32,37.0235
930,32,37.0235
931,32,37.0235
932,32,37.0235
933,32,37.0235
934,32,37.0235
935,32,37.0235
936,32,37.0235
937,32,37.0235
938,32,37.0235
939,32,37.0235
940,32,37.0235
941,32,37.0235
942,32,37.0235
943,32,37.0235
944,32,37.0235
945,32,37.0235
946,32,37.0235
947,32,37.0235
948,32,37.0235
949,32,37.0235
950,32,37.0235
951,32,37.0235
952,32,37.0235
953,32,37.0235
954,32,37.0235
955,32,37.0235
956,32,37.0235
957,32,37.0235
958,32,37.0235
959,32,37.0235
960,32,37.0235
961,32,37.0235
962,32,37.0235
963,32,37.0235
964,32,37.0235
965,32,37.0235
966,32,37.0235
967,32,37.0235
968,32,37.0235
969,32,37.0235
970,32,37.0235
971,32,37.0235
972,32,37.0235
973,32,37.0235
974,32,37.0235
975,32,37.0235
976,32,37.0235
977,32,37.0235
978,32,37.0235
979,32,37.0235
980,32,37.0235
981,32,37.0235
982,32,37.0235
983,32,37.0235
984,32,37.0235
985,32,37.0235
986,32,37.0235
987,32,37.0235
988,32,37.0235
989,32,37.0235
990,32,37.0235
991,32,37.0235
992,32,37.0235
993,32,37.0235
994,32,37.0235
995,32,37.0235
996,32,37.0235
997,32,37.0235
998,32,37.0235
999,32,37.0235
1000,32,37.0235
