X,HGL
40.02,0.613894
40.03,0.613918
40.04,0.613943
40.05,0.613967
40.06,0.613991
40.07,0.614015
40.08,0.61404
40.09,0.614064
40.1,0.614088
40.11,0.614112
40.12,0.614137
40.13,0.614161
40.14,0.614185
40.15,0.614209
40.16,0.614233
40.17,0.614258
40.18,0.614282
40.19,0.614306
40.2,0.61433
40.21,0.614355
40.22,0.614379
40.23,0.614403
40.24,0.614427
40.25,0.614451
40.26,0.614476
40.27,0.6145
40.28,0.614524
40.29,0.614548
40.3,0.614572
40.31,0.614596
40.32,0.614621
40.33,0.614645
40.34,0.614669
40.35,0.614693
40.36,0.614717
40.37,0.614742
40.38,0.614766
40.39,0.61479
40.4,0.614814
40.41,0.614838
40.42,0.614862
40.43,0.614886
40.44,0.614911
40.45,0.614935
40.46,0.614959
40.47,0.614983
40.48,0.615007
40.49,0.615031
40.5,0.615055
40.51,0.61508
40.52,0.615104
40.53,0.615128
40.54,0.615152
40.55,0.615176
40.56,0.6152
40.57,0.615224
40.58,0.615248
40.59,0.615272
40.6,0.615297
40.61,0.615321
40.62,0.615345
40.63,0.615369
40.64,0.615393
40.65,0.615417
40.66,0.615441
40.67,0.615465
40.68,0.615489
40.69,0.615513
40.7,0.615537
40.71,0.615561
40.72,0.615586
40.73,0.61561
40.74,0.615634
40.75,0.615658
40.76,0.615682
40.77,0.615706
40.78,0.61573
40.79,0.615754
40.8,0.615778
40.81,0.615802
40.82,0.615826
40.83,0.61585
40.84,0.615874
40.85,0.615898
40.86,0.615922
40.87,0.615946
40.88,0.61597
40.89,0.615994
40.9,0.616018
40.91,0.616042
40.92,0.616066
40.93,0.61609
40.94,0.616114
40.95,0.616138
40.96,0.616162
40.97,0.616186
40.98,0.61621
40.99,0.616234
41,0.616258
41.01,0.616282
41.02,0.616306
41.03,0.61633
41.04,0.616354
41.05,0.616378
41.06,0.616402
41.07,0.616426
41.08,0.61645
41.09,0.616474
41.1,0.616498
41.11,0.616522
41.12,0.616546
41.13,0.61657
41.14,0.616594
41.15,0.616618
41.16,0.616642
41.17,0.616666
41.18,0.61669
41.19,0.616714
41.2,0.616738
41.21,0.616761
41.22,0.616785
41.23,0.616809
41.24,0.616833
41.25,0.616857
41.26,0.616881
41.27,0.616905
41.28,0.616929
41.29,0.616953
41.3,0.616977
41.31,0.617001
41.32,0.617025
41.33,0.617048
41.34,0.617072
41.35,0.617096
41.36,0.61712
41.37,0.617144
41.38,0.617168
41.39,0.617192
41.4,0.617216
41.41,0.61724
41.42,0.617263
41.43,0.617287
41.44,0.617311
41.45,0.617335
41.46,0.617359
41.47,0.617383
41.48,0.617407
41.49,0.617431
41.5,0.617454
41.51,0.617478
41.52,0.617502
41.53,0.617526
41.54,0.61755
41.55,0.617574
41.56,0.617597
41.57,0.617621
41.58,0.617645
41.59,0.617669
41.6,0.617693
41.61,0.617717
41.62,0.61774
41.63,0.617764
41.64,0.617788
41.65,0.617812
41.66,0.617836
41.67,0.61786
41.68,0.617883
41.69,0.617907
41.7,0.617931
41.71,0.617955
41.72,0.617979
41.73,0.618002
41.74,0.618026
41.75,0.61805
41.76,0.618074
41.77,0.618098
41.78,0.618121
41.79,0.618145
41.8,0.618169
41.81,0.618193
41.82,0.618216
41.83,0.61824
41.84,0.618264
41.85,0.618288
41.86,0.618311
41.87,0.618335
41.88,0.618359
41.89,0.618383
41.9,0.618406
41.91,0.61843
41.92,0.618454
41.93,0.618478
41.94,0.618501
41.95,0.618525
41.96,0.618549
41.97,0.618573
41.98,0.618596
41.99,0.61862
42,0.618644
42.01,0.618668
42.02,0.618691
42.03,0.618715
42.04,0.618739
42.05,0.618762
42.06,0.618786
42.07,0.61881
42.08,0.618833
42.09,0.618857
42.1,0.618881
42.11,0.618905
42.12,0.618928
42.13,0.618952
42.14,0.618976
42.15,0.618999
42.16,0.619023
42.17,0.619047
42.18,0.61907
42.19,0.619094
42.2,0.619118
42.21,0.619141
42.22,0.619165
42.23,0.619189
42.24,0.619212
42.25,0.619236
42.26,0.61926
42.27,0.619283
42.28,0.619307
42.29,0.619331
42.3,0.619354
42.31,0.619378
42.32,0.619402
42.33,0.619425
42.34,0.619449
42.35,0.619472
42.36,0.619496
42.37,0.61952
42.38,0.619543
42.39,0.619567
42.4,0.619591
42.41,0.619614
42.42,0.619638
42.43,0.619661
42.44,0.619685
42.45,0.619709
42.46,0.619732
42.47,0.619756
42.48,0.619779
42.49,0.619803
42.5,0.619827
42.51,0.61985
42.52,0.619874
42.53,0.619897
42.54,0.619921
42.55,0.619945
42.56,0.619968
42.57,0.619992
42.58,0.620015
42.59,0.620039
42.6,0.620062
42.61,0.620086
42.62,0.62011
42.63,0.620133
42.64,0.620157
42.65,0.62018
42.66,0.620204
42.67,0.620227
42.68,0.620251
42.69,0.620274
42.7,0.620298
42.71,0.620322
42.72,0.620345
42.73,0.620369
42.74,0.620392
42.75,0.620416
42.76,0.620439
42.77,0.620463
42.78,0.620486
42.79,0.62051
42.8,0.620533
42.81,0.620557
42.82,0.62058
42.83,0.620604
42.84,0.620627
42.85,0.620651
42.86,0.620674
42.87,0.620698
42.88,0.620721
42.89,0.620745
42.9,0.620768
42.91,0.620792
42.92,0.620815
42.93,0.620839
42.94,0.620862
42.95,0.620886
42.96,0.620909
42.97,0.620933
42.98,0.620956
42.99,0.62098
43,0.621003
43.01,0.621027
43.02,0.62105
43.03,0.621073
43.04,0.621097
43.05,0.62112
43.06,0.621144
43.07,0.621167
43.08,0.621191
43.09,0.621214
43.1,0.621238
43.11,0.621261
43.12,0.621284
43.13,0.621308
43.14,0.621331
43.15,0.621355
43.16,0.621378
43.17,0.621402
43.18,0.621425
43.19,0.621448
43.2,0.621472
43.21,0.621495
43.22,0.621519
43.23,0.621542
43.24,0.621565
43.25,0.621589
43.26,0.621612
43.27,0.621636
43.28,0.621659
43.29,0.621682
43.3,0.621706
43.31,0.621729
43.32,0.621753
43.33,0.621776
43.34,0.621799
43.35,0.621823
43.36,0.621846
43.37,0.62187
43.38,0.621893
43.39,0.621916
43.4,0.62194
43.41,0.621963
43.42,0.621986
43.43,0.62201
43.44,0.622033
43.45,0.622056
43.46,0.62208
43.47,0.622103
43.48,0.622126
43.49,0.62215
43.5,0.622173
43.51,0.622196
43.52,0.62222
43.53,0.622243
43.54,0.622266
43.55,0.62229
43.56,0.622313
43.57,0.622336
43.58,0.62236
43.59,0.622383
43.6,0.622406
43.61,0.62243
43.62,0.622453
43.63,0.622476
43.64,0.6225
43.65,0.622523
43.66,0.622546
43.67,0.62257
43.68,0.622593
43.69,0.622616
43.7,0.622639
43.71,0.622663
43.72,0.622686
43.73,0.622709
43.74,0.622733
43.75,0.622756
43.76,0.622779
43.77,0.622802
43.78,0.622826
43.79,0.622849
43.8,0.622872
43.81,0.622895
43.82,0.622919
43.83,0.622942
43.84,0.622965
43.85,0.622989
43.86,0.623012
43.87,0.623035
43.88,0.623058
43.89,0.623082
43.9,0.623105
43.91,0.623128
43.92,0.623151
43.93,0.623174
43.94,0.623198
43.95,0.623221
43.96,0.623244
43.97,0.623267
43.98,0.623291
43.99,0.623314
44,0.623337
44.01,0.62336
44.02,0.623383
44.03,0.623407
44.04,0.62343
44.05,0.623453
44.06,0.623476
44.07,0.6235
44.08,0.623523
44.09,0.623546
44.1,0.623569
44.11,0.623592
44.12,0.623615
44.13,0.623639
44.14,0.623662
44.15,0.623685
44.16,0.623708
44.17,0.623731
44.18,0.623755
44.19,0.623778
44.2,0.623801
44.21,0.623824
44.22,0.623847
44.23,0.62387
44.24,0.623894
44.25,0.623917
44.26,0.62394
44.27,0.623963
44.28,0.623986
44.29,0.624009
44.3,0.624032
44.31,0.624056
44.32,0.624079
44.33,0.624102
44.34,0.624125
44.35,0.624148
44.36,0.624171
44.37,0.624194
44.38,0.624218
44.39,0.624241
44.4,0.624264
44.41,0.624287
44.42,0.62431
44.43,0.624333
44.44,0.624356
44.45,0.624379
44.46,0.624402
44.47,0.624426
44.48,0.624449
44.49,0.624472
44.5,0.624495
44.51,0.624518
44.52,0.624541
44.53,0.624564
44.54,0.624587
44.55,0.62461
44.56,0.624633
44.57,0.624656
44.58,0.62468
44.59,0.624703
44.6,0.624726
44.61,0.624749
44.62,0.624772
44.63,0.624795
44.64,0.624818
44.65,0.624841
44.66,0.624864
44.67,0.624887
44.68,0.62491
44.69,0.624933
44.7,0.624956
44.71,0.624979
44.72,0.625002
44.73,0.625025
44.74,0.625048
44.75,0.625072
44.76,0.625095
44.77,0.625118
44.78,0.625141
44.79,0.625164
44.8,0.625187
44.81,0.62521
44.82,0.625233
44.83,0.625256
44.84,0.625279
44.85,0.625302
44.86,0.625325
44.87,0.625348
44.88,0.625371
44.89,0.625394
44.9,0.625417
44.91,0.62544
44.92,0.625463
44.93,0.625486
44.94,0.625509
44.95,0.625532
44.96,0.625555
44.97,0.625578
44.98,0.625601
44.99,0.625624
45,0.625647
45.01,0.62567
45.02,0.625693
45.03,0.625716
45.04,0.625739
45.05,0.625762
45.06,0.625785
45.07,0.625807
45.08,0.62583
45.09,0.625853
45.1,0.625876
45.11,0.625899
45.12,0.625922
45.13,0.625945
45.14,0.625968
45.15,0.625991
45.16,0.626014
45.17,0.626037
45.18,0.62606
45.19,0.626083
45.2,0.626106
45.21,0.626129
45.22,0.626152
45.23,0.626175
45.24,0.626197
45.25,0.62622
45.26,0.626243
45.27,0.626266
45.28,0.626289
45.29,0.626312
45.3,0.626335
45.31,0.626358
45.32,0.626381
45.33,0.626404
45.34,0.626427
45.35,0.626449
45.36,0.626472
45.37,0.626495
45.38,0.626518
45.39,0.626541
45.4,0.626564
45.41,0.626587
45.42,0.62661
45.43,0.626633
45.44,0.626655
45.45,0.626678
45.46,0.626701
45.47,0.626724
45.48,0.626747
45.49,0.62677
45.5,0.626793
45.51,0.626816
45.52,0.626838
45.53,0.626861
45.54,0.626884
45.55,0.626907
45.56,0.62693
45.57,0.626953
45.58,0.626975
45.59,0.626998
45.6,0.627021
45.61,0.627044
45.62,0.627067
45.63,0.62709
45.64,0.627112
45.65,0.627135
45.66,0.627158
45.67,0.627181
45.68,0.627204
45.69,0.627227
45.7,0.627249
45.71,0.627272
45.72,0.627295
45.73,0.627318
45.74,0.627341
45.75,0.627363
45.76,0.627386
45.77,0.627409
45.78,0.627432
45.79,0.627455
45.8,0.627477
45.81,0.6275
45.82,0.627523
45.83,0.627546
45.84,0.627569
45.85,0.627591
45.86,0.627614
45.87,0.627637
45.88,0.62766
45.89,0.627682
45.9,0.627705
45.91,0.627728
45.92,0.627751
45.93,0.627774
45.94,0.627796
45.95,0.627819
45.96,0.627842
45.97,0.627865
45.98,0.627887
45.99,0.62791
46,0.627933
46.01,0.627956
46.02,0.627978
46.03,0.628001
46.04,0.628024
46.05,0.628047
46.06,0.628069
46.07,0.628092
46.08,0.628115
46.09,0.628137
46.1,0.62816
46.11,0.628183
46.12,0.628206
46.13,0.628228
46.14,0.628251
46.15,0.628274
46.16,0.628297
46.17,0.628319
46.18,0.628342
46.19,0.628365
46.2,0.628387
46.21,0.62841
46.22,0.628433
46.23,0.628455
46.24,0.628478
46.25,0.628501
46.26,0.628524
46.27,0.628546
46.28,0.628569
46.29,0.628592
46.3,0.628614
46.31,0.628637
46.32,0.62866
46.33,0.628682
46.34,0.628705
46.35,0.628728
46.36,0.62875
46.37,0.628773
46.38,0.628796
46.39,0.628818
46.4,0.628841
46.41,0.628864
46.42,0.628886
46.43,0.628909
46.44,0.628932
46.45,0.628954
46.46,0.628977
46.47,0.628999
46.48,0.629022
46.49,0.629045
46.5,0.629067
46.51,0.62909
46.52,0.629113
46.53,0.629135
46.54,0.629158
46.55,0.629181
46.56,0.629203
46.57,0.629226
46.58,0.629248
46.59,0.629271
46.6,0.629294
46.61,0.629316
46.62,0.629339
46.63,0.629361
46.64,0.629384
46.65,0.629407
46.66,0.629429
46.67,0.629452
46.68,0.629474
46.69,0.629497
46.7,0.62952
46.71,0.629542
46.72,0.629565
46.73,0.629587
46.74,0.62961
46.75,0.629633
46.76,0.629655
46.77,0.629678
46.78,0.6297
46.79,0.629723
46.8,0.629745
46.81,0.629768
46.82,0.629791
46.83,0.629813
46.84,0.629836
46.85,0.629858
46.86,0.629881
46.87,0.629903
46.88,0.629926
46.89,0.629948
46.9,0.629971
46.91,0.629994
46.92,0.630016
46.93,0.630039
46.94,0.630061
46.95,0.630084
46.96,0.630106
46.97,0.630129
46.98,0.630151
46.99,0.630174
47,0.630196
47.01,0.630219
47.02,0.630241
47.03,0.630264
47.04,0.630286
47.05,0.630309
47.06,0.630331
47.07,0.630354
47.08,0.630376
47.09,0.630399
47.1,0.630421
47.11,0.630444
47.12,0.630466
47.13,0.630489
47.14,0.630511
47.15,0.630534
47.16,0.630556
47.17,0.630579
47.18,0.630601
47.19,0.630624
47.2,0.630646
47.21,0.630669
47.22,0.630691
47.23,0.630714
47.24,0.630736
47.25,0.630759
47.26,0.630781
47.27,0.630804
47.28,0.630826
47.29,0.630849
47.3,0.630871
47.31,0.630894
47.32,0.630916
47.33,0.630938
47.34,0.630961
47.35,0.630983
47.36,0.631006
47.37,0.631028
47.38,0.631051
47.39,0.631073
47.4,0.631096
47.41,0.631118
47.42,0.63114
47.43,0.631163
47.44,0.631185
47.45,0.631208
47.46,0.63123
47.47,0.631253
47.48,0.631275
47.49,0.631297
47.5,0.63132
47.51,0.631342
47.52,0.631365
47.53,0.631387
47.54,0.631409
47.55,0.631432
47.56,0.631454
47.57,0.631477
47.58,0.631499
47.59,0.631521
47.6,0.631544
47.61,0.631566
47.62,0.631589
47.63,0.631611
47.64,0.631633
47.65,0.631656
47.66,0.631678
47.67,0.631701
47.68,0.631723
47.69,0.631745
47.7,0.631768
47.71,0.63179
47.72,0.631812
47.73,0.631835
47.74,0.631857
47.75,0.63188
47.76,0.631902
47.77,0.631924
47.78,0.631947
47.79,0.631969
47.8,0.631991
47.81,0.632014
47.82,0.632036
47.83,0.632058
47.84,0.632081
47.85,0.632103
47.86,0.632125
47.87,0.632148
47.88,0.63217
47.89,0.632192
47.9,0.632215
47.91,0.632237
47.92,0.632259
47.93,0.632282
47.94,0.632304
47.95,0.632326
47.96,0.632349
47.97,0.632371
47.98,0.632393
47.99,0.632416
48,0.632438
48.01,0.63246
48.02,0.632483
48.03,0.632505
48.04,0.632527
48.05,0.632549
48.06,0.632572
48.07,0.632594
48.08,0.632616
48.09,0.632639
48.1,0.632661
48.11,0.632683
48.12,0.632706
48.13,0.632728
48.14,0.63275
48.15,0.632772
48.16,0.632795
48.17,0.632817
48.18,0.632839
48.19,0.632861
48.2,0.632884
48.21,0.632906
48.22,0.632928
48.23,0.63295
48.24,0.632973
48.25,0.632995
48.26,0.633017
48.27,0.63304
48.28,0.633062
48.29,0.633084
48.3,0.633106
48.31,0.633129
48.32,0.633151
48.33,0.633173
48.34,0.633195
48.35,0.633217
48.36,0.63324
48.37,0.633262
48.38,0.633284
48.39,0.633306
48.4,0.633329
48.41,0.633351
48.42,0.633373
48.43,0.633395
48.44,0.633418
48.45,0.63344
48.46,0.633462
48.47,0.633484
48.48,0.633506
48.49,0.633529
48.5,0.633551
48.51,0.633573
48.52,0.633595
48.53,0.633617
48.54,0.63364
48.55,0.633662
48.56,0.633684
48.57,0.633706
48.58,0.633728
48.59,0.633751
48.6,0.633773
48.61,0.633795
48.62,0.633817
48.63,0.633839
48.64,0.633861
48.65,0.633884
48.66,0.633906
48.67,0.633928
48.68,0.63395
48.69,0.633972
48.7,0.633994
48.71,0.634017
48.72,0.634039
48.73,0.634061
48.74,0.634083
48.75,0.634105
48.76,0.634127
48.77,0.63415
48.78,0.634172
48.79,0.634194
48.8,0.634216
48.81,0.634238
48.82,0.63426
48.83,0.634282
48.84,0.634305
48.85,0.634327
48.86,0.634349
48.87,0.634371
48.88,0.634393
48.89,0.634415
48.9,0.634437
48.91,0.634459
48.92,0.634482
48.93,0.634504
48.94,0.634526
48.95,0.634548
48.96,0.63457
48.97,0.634592
48.98,0.634614
48.99,0.634636
49,0.634658
49.01,0.63468
49.02,0.634703
49.03,0.634725
49.04,0.634747
49.05,0.634769
49.06,0.634791
49.07,0.634813
49.08,0.634835
49.09,0.634857
49.1,0.634879
49.11,0.634901
49.12,0.634923
49.13,0.634946
49.14,0.634968
49.15,0.63499
49.16,0.635012
49.17,0.635034
49.18,0.635056
49.19,0.635078
49.2,0.6351
49.21,0.635122
49.22,0.635144
49.23,0.635166
49.24,0.635188
49.25,0.63521
49.26,0.635232
49.27,0.635254
49.28,0.635276
49.29,0.635298
49.3,0.63532
49.31,0.635343
49.32,0.635365
49.33,0.635387
49.34,0.635409
49.35,0.635431
49.36,0.635453
49.37,0.635475
49.38,0.635497
49.39,0.635519
49.4,0.635541
49.41,0.635563
49.42,0.635585
49.43,0.635607
49.44,0.635629
49.45,0.635651
49.46,0.635673
49.47,0.635695
49.48,0.635717
49.49,0.635739
49.5,0.635761
49.51,0.635783
49.52,0.635805
49.53,0.635827
49.54,0.635849
49.55,0.635871
49.56,0.635893
49.57,0.635915
49.58,0.635937
49.59,0.635959
49.6,0.635981
49.61,0.636003
49.62,0.636025
49.63,0.636047
49.64,0.636069
49.65,0.636091
49.66,0.636113
49.67,0.636135
49.68,0.636157
49.69,0.636179
49.7,0.6362
49.71,0.636222
49.72,0.636244
49.73,0.636266
49.74,0.636288
49.75,0.63631
49.76,0.636332
49.77,0.636354
49.78,0.636376
49.79,0.636398
49.8,0.63642
49.81,0.636442
49.82,0.636464
49.83,0.636486
49.84,0.636508
49.85,0.63653
49.86,0.636552
49.87,0.636573
49.88,0.636595
49.89,0.636617
49.9,0.636639
49.91,0.636661
49.92,0.636683
49.93,0.636705
49.94,0.636727
49.95,0.636749
49.96,0.636771
49.97,0.636793
49.98,0.636815
49.99,0.636836
50,0.636858
50.01,0.63688
50.02,0.636902
50.03,0.636924
50.04,0.636946
50.05,0.636968
50.06,0.63699
50.07,0.637012
50.08,0.637033
50.09,0.637055
50.1,0.637077
50.11,0.637099
50.12,0.637121
50.13,0.637143
50.14,0.637165
50.15,0.637187
50.16,0.637208
50.17,0.63723
50.18,0.637252
50.19,0.637274
50.2,0.637296
50.21,0.637318
50.22,0.63734
50.23,0.637362
50.24,0.637383
50.25,0.637405
50.26,0.637427
50.27,0.637449
50.28,0.637471
50.29,0.637493
50.3,0.637514
50.31,0.637536
50.32,0.637558
50.33,0.63758
50.34,0.637602
50.35,0.637624
50.36,0.637645
50.37,0.637667
50.38,0.637689
50.39,0.637711
50.4,0.637733
50.41,0.637755
50.42,0.637776
50.43,0.637798
50.44,0.63782
50.45,0.637842
50.46,0.637864
50.47,0.637885
50.48,0.637907
50.49,0.637929
50.5,0.637951
50.51,0.637973
50.52,0.637994
50.53,0.638016
50.54,0.638038
50.55,0.63806
50.56,0.638082
50.57,0.638103
50.58,0.638125
50.59,0.638147
50.6,0.638169
50.61,0.638191
50.62,0.638212
50.63,0.638234
50.64,0.638256
50.65,0.638278
50.66,0.638299
50.67,0.638321
50.68,0.638343
50.69,0.638365
50.7,0.638387
50.71,0.638408
50.72,0.63843
50.73,0.638452
50.74,0.638474
50.75,0.638495
50.76,0.638517
50.77,0.638539
50.78,0.638561
50.79,0.638582
50.8,0.638604
50.81,0.638626
50.82,0.638648
50.83,0.638669
50.84,0.638691
50.85,0.638713
50.86,0.638734
50.87,0.638756
50.88,0.638778
50.89,0.6388
50.9,0.638821
50.91,0.638843
50.92,0.638865
50.93,0.638887
50.94,0.638908
50.95,0.63893
50.96,0.638952
50.97,0.638973
50.98,0.638995
50.99,0.639017
51,0.639039
51.01,0.63906
51.02,0.639082
51.03,0.639104
51.04,0.639125
51.05,0.639147
51.06,0.639169
51.07,0.63919
51.08,0.639212
51.09,0.639234
51.1,0.639255
51.11,0.639277
51.12,0.639299
51.13,0.639321
51.14,0.639342
51.15,0.639364
51.16,0.639386
51.17,0.639407
51.18,0.639429
51.19,0.639451
51.2,0.639472
51.21,0.639494
51.22,0.639516
51.23,0.639537
51.24,0.639559
51.25,0.639581
51.26,0.639602
51.27,0.639624
51.28,0.639646
51.29,0.639667
51.3,0.639689
51.31,0.63971
51.32,0.639732
51.33,0.639754
51.34,0.639775
51.35,0.639797
51.36,0.639819
51.37,0.63984
51.38,0.639862
51.39,0.639884
51.4,0.639905
51.41,0.639927
51.42,0.639948
51.43,0.63997
51.44,0.639992
51.45,0.640013
51.46,0.640035
51.47,0.640057
51.48,0.640078
51.49,0.6401
51.5,0.640121
51.51,0.640143
51.52,0.640165
51.53,0.640186
51.54,0.640208
51.55,0.640229
51.56,0.640251
51.57,0.640273
51.58,0.640294
51.59,0.640316
51.6,0.640337
51.61,0.640359
51.62,0.640381
51.63,0.640402
51.64,0.640424
51.65,0.640445
51.66,0.640467
51.67,0.640488
51.68,0.64051
51.69,0.640532
51.7,0.640553
51.71,0.640575
51.72,0.640596
51.73,0.640618
51.74,0.640639
51.75,0.640661
51.76,0.640683
51.77,0.640704
51.78,0.640726
51.79,0.640747
51.8,0.640769
51.81,0.64079
51.82,0.640812
51.83,0.640833
51.84,0.640855
51.85,0.640877
51.86,0.640898
51.87,0.64092
51.88,0.640941
51.89,0.640963
51.9,0.640984
51.91,0.641006
51.92,0.641027
51.93,0.641049
51.94,0.64107
51.95,0.641092
51.96,0.641113
51.97,0.641135
51.98,0.641156
51.99,0.641178
52,0.6412
52.01,0.641221
52.02,0.641243
52.03,0.641264
52.04,0.641286
52.05,0.641307
52.06,0.641329
52.07,0.64135
52.08,0.641372
52.09,0.641393
52.1,0.641415
52.11,0.641436
52.12,0.641458
52.13,0.641479
52.14,0.641501
52.15,0.641522
52.16,0.641544
52.17,0.641565
52.18,0.641586
52.19,0.641608
52.2,0.641629
52.21,0.641651
52.22,0.641672
52.23,0.641694
52.24,0.641715
52.25,0.641737
52.26,0.641758
52.27,0.64178
52.28,0.641801
52.29,0.641823
52.3,0.641844
52.31,0.641866
52.32,0.641887
52.33,0.641909
52.34,0.64193
52.35,0.641951
52.36,0.641973
52.37,0.641994
52.38,0.642016
52.39,0.642037
52.4,0.642059
52.41,0.64208
52.42,0.642102
52.43,0.642123
52.44,0.642144
52.45,0.642166
52.46,0.642187
52.47,0.642209
52.48,0.64223
52.49,0.642252
52.5,0.642273
52.51,0.642294
52.52,0.642316
52.53,0.642337
52.54,0.642359
52.55,0.64238
52.56,0.642401
52.57,0.642423
52.58,0.642444
52.59,0.642466
52.6,0.642487
52.61,0.642509
52.62,0.64253
52.63,0.642551
52.64,0.642573
52.65,0.642594
52.66,0.642616
52.67,0.642637
52.68,0.642658
52.69,0.64268
52.7,0.642701
52.71,0.642722
52.72,0.642744
52.73,0.642765
52.74,0.642787
52.75,0.642808
52.76,0.642829
52.77,0.642851
52.78,0.642872
52.79,0.642894
52.8,0.642915
52.81,0.642936
52.82,0.642958
52.83,0.642979
52.84,0.643
52.85,0.643022
52.86,0.643043
52.87,0.643064
52.88,0.643086
52.89,0.643107
52.9,0.643128
52.91,0.64315
52.92,0.643171
52.93,0.643193
52.94,0.643214
52.95,0.643235
52.96,0.643257
52.97,0.643278
52.98,0.643299
52.99,0.643321
53,0.643342
53.01,0.643363
53.02,0.643385
53.03,0.643406
53.04,0.643427
53.05,0.643449
53.06,0.64347
53.07,0.643491
53.08,0.643512
53.09,0.643534
53.1,0.643555
53.11,0.643576
53.12,0.643598
53.13,0.643619
53.14,0.64364
53.15,0.643662
53.16,0.643683
53.17,0.643704
53.18,0.643726
53.19,0.643747
53.2,0.643768
53.21,0.643789
53.22,0.643811
53.23,0.643832
53.24,0.643853
53.25,0.643875
53.26,0.643896
53.27,0.643917
53.28,0.643939
53.29,0.64396
53.3,0.643981
53.31,0.644002
53.32,0.644024
53.33,0.644045
53.34,0.644066
53.35,0.644087
53.36,0.644109
53.37,0.64413
53.38,0.644151
53.39,0.644173
53.4,0.644194
53.41,0.644215
53.42,0.644236
53.43,0.644258
53.44,0.644279
53.45,0.6443
53.46,0.644321
53.47,0.644343
53.48,0.644364
53.49,0.644385
53.5,0.644406
53.51,0.644428
53.52,0.644449
53.53,0.64447
53.54,0.644491
53.55,0.644512
53.56,0.644534
53.57,0.644555
53.58,0.644576
53.59,0.644597
53.6,0.644619
53.61,0.64464
53.62,0.644661
53.63,0.644682
53.64,0.644704
53.65,0.644725
53.66,0.644746
53.67,0.644767
53.68,0.644788
53.69,0.64481
53.7,0.644831
53.71,0.644852
53.72,0.644873
53.73,0.644894
53.74,0.644916
53.75,0.644937
53.76,0.644958
53.77,0.644979
53.78,0.645
53.79,0.645022
53.8,0.645043
53.81,0.645064
53.82,0.645085
53.83,0.645106
53.84,0.645128
53.85,0.645149
53.86,0.64517
53.87,0.645191
53.88,0.645212
53.89,0.645233
53.9,0.645255
53.91,0.645276
53.92,0.645297
53.93,0.645318
53.94,0.645339
53.95,0.64536
53.96,0.645382
53.97,0.645403
53.98,0.645424
53.99,0.645445
54,0.645466
54.01,0.645487
54.02,0.645509
54.03,0.64553
54.04,0.645551
54.05,0.645572
54.06,0.645593
54.07,0.645614
54.08,0.645635
54.09,0.645657
54.1,0.645678
54.11,0.645699
54.12,0.64572
54.13,0.645741
54.14,0.645762
54.15,0.645783
54.16,0.645805
54.17,0.645826
54.18,0.645847
54.19,0.645868
54.2,0.645889
54.21,0.64591
54.22,0.645931
54.23,0.645952
54.24,0.645973
54.25,0.645995
54.26,0.646016
54.27,0.646037
54.28,0.646058
54.29,0.646079
54.3,0.6461
54.31,0.646121
54.32,0.646142
54.33,0.646163
54.34,0.646185
54.35,0.646206
54.36,0.646227
54.37,0.646248
54.38,0.646269
54.39,0.64629
54.4,0.646311
54.41,0.646332
54.42,0.646353
54.43,0.646374
54.44,0.646395
54.45,0.646416
54.46,0.646438
54.47,0.646459
54.48,0.64648
54.49,0.646501
54.5,0.646522
54.51,0.646543
54.52,0.646564
54.53,0.646585
54.54,0.646606
54.55,0.646627
54.56,0.646648
54.57,0.646669
54.58,0.64669
54.59,0.646711
54.6,0.646732
54.61,0.646754
54.62,0.646775
54.63,0.646796
54.64,0.646817
54.65,0.646838
54.66,0.646859
54.67,0.64688
54.68,0.646901
54.69,0.646922
54.7,0.646943
54.71,0.646964
54.72,0.646985
54.73,0.647006
54.74,0.647027
54.75,0.647048
54.76,0.647069
54.77,0.64709
54.78,0.647111
54.79,0.647132
54.8,0.647153
54.81,0.647174
54.82,0.647195
54.83,0.647216
54.84,0.647237
54.85,0.647258
54.86,0.647279
54.87,0.6473
54.88,0.647321
54.89,0.647342
54.9,0.647363
54.91,0.647384
54.92,0.647405
54.93,0.647426
54.94,0.647447
54.95,0.647468
54.96,0.647489
54.97,0.64751
54.98,0.647531
54.99,0.647552
55,0.647573
55.01,0.647594
55.02,0.647615
55.03,0.647636
55.04,0.647657
55.05,0.647678
55.06,0.647699
55.07,0.64772
55.08,0.647741
55.09,0.647762
55.1,0.647783
55.11,0.647804
55.12,0.647825
55.13,0.647846
55.14,0.647867
55.15,0.647888
55.16,0.647909
55.17,0.64793
55.18,0.647951
55.19,0.647972
55.2,0.647992
55.21,0.648013
55.22,0.648034
55.23,0.648055
55.24,0.648076
55.25,0.648097
55.26,0.648118
55.27,0.648139
55.28,0.64816
55.29,0.648181
55.3,0.648202
55.31,0.648223
55.32,0.648244
55.33,0.648265
55.34,0.648286
55.35,0.648307
55.36,0.648327
55.37,0.648348
55.38,0.648369
55.39,0.64839
55.4,0.648411
55.41,0.648432
55.42,0.648453
55.43,0.648474
55.44,0.648495
55.45,0.648516
55.46,0.648537
55.47,0.648557
55.48,0.648578
55.49,0.648599
55.5,0.64862
55.51,0.648641
55.52,0.648662
55.53,0.648683
55.54,0.648704
55.55,0.648725
55.56,0.648746
55.57,0.648766
55.58,0.648787
55.59,0.648808
